order_id,product_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,review_score,product_category_name,product_category_name_english,customer_city,customer_state
f7ba0ab952e0165fed5ffae1ffff6627,183c95ad186f48c320bbac4643829d3f,ae1a0576d2d6b806f8ac488e766b7b4a,delivered,2018-04-30 11:39:31,2018-04-30 11:55:08,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,sao paulo,SP
00063b381e2406b52ad429470734ebd5,f177554ea93259a5b282f24e33f65ab6,6a899e55865de6549a58d2c6845e5604,delivered,2018-07-27 17:21:27,2018-07-27 18:00:06,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,monte alto,SP
f0496c5b6508ecfdf0af4c67896dda41,f177554ea93259a5b282f24e33f65ab6,a9c2657d6325c3a16a14172b79188fb8,delivered,2017-10-18 00:50:36,2017-10-18 01:10:50,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,sao paulo,SP
f0496c5b6508ecfdf0af4c67896dda41,f177554ea93259a5b282f24e33f65ab6,a9c2657d6325c3a16a14172b79188fb8,delivered,2017-10-18 00:50:36,2017-10-18 01:10:50,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,sao paulo,SP
001021efaa8636c29475e7734483457d,5d7c23067ed3fc8c6e699b9373d5890b,2dfbf74859104caf100df3720a1d833d,delivered,2018-02-27 09:27:14,2018-02-27 09:35:41,4,fashion_bolsas_e_acessorios,fashion_bags_accessories,ivaipora,PR
03b9c1e9a4406645c06dde26f4a704e9,5d7c23067ed3fc8c6e699b9373d5890b,c156f1d60c8d28bcd38c1f5720d50782,delivered,2017-02-27 09:27:13,2017-02-27 09:41:57,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,picos,PI
27f34f7957260b0d9e561139a5752836,5d7c23067ed3fc8c6e699b9373d5890b,a047fd04d7b42d53c6f321e077c6a037,delivered,2018-06-05 17:18:36,2018-06-05 17:31:39,4,fashion_bolsas_e_acessorios,fashion_bags_accessories,lages,CE
2a5509f085830eb1ed8de4678769c2ab,5d7c23067ed3fc8c6e699b9373d5890b,6253abaa7f49a14ed55f0b1c0e1e9455,shipped,2017-08-24 12:23:11,2017-08-24 12:30:19,3,fashion_bolsas_e_acessorios,fashion_bags_accessories,sao paulo,SP
34757b625ecbf90b9c55b00da1040e66,5d7c23067ed3fc8c6e699b9373d5890b,e77a5ecefb294ce09aa81b5fc5268a2c,delivered,2018-01-08 12:15:21,2018-01-08 12:28:23,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,catanduva,SP
351d5d1e18d0b2bc2024ff1655911dd1,5d7c23067ed3fc8c6e699b9373d5890b,78b9600a08c5e140638ea940dc41cf84,delivered,2018-06-01 16:49:17,2018-06-02 03:31:41,4,fashion_bolsas_e_acessorios,fashion_bags_accessories,aracaju,SE
5541bd42a3108b24d82380b08016016c,5d7c23067ed3fc8c6e699b9373d5890b,baae2887560c54dd7d03dd369c20653e,delivered,2018-02-19 13:37:56,2018-02-19 13:51:02,1,fashion_bolsas_e_acessorios,fashion_bags_accessories,sao paulo,SP
5a67391875062bbd3116a5c00524648c,5d7c23067ed3fc8c6e699b9373d5890b,7aadf2d7394cd9b911f7b1fbc9d85bd9,delivered,2017-11-02 13:35:16,2017-11-04 13:26:06,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,ribeirao preto,SP
62194497cd66edf084b172f8cdff8235,5d7c23067ed3fc8c6e699b9373d5890b,f0270ea9eaa22877af089f2d0f8db9fa,delivered,2018-08-02 12:07:26,2018-08-02 13:15:11,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,embu das artes,SP
6d1c806cf81ca71cdd31c2079e39190b,5d7c23067ed3fc8c6e699b9373d5890b,83228cdd70a30e7432678e7ad9312946,delivered,2018-05-04 13:08:13,2018-05-05 12:13:15,1,fashion_bolsas_e_acessorios,fashion_bags_accessories,indaiatuba,SP
7ca65696b7a56e9b49f865f822e9af65,5d7c23067ed3fc8c6e699b9373d5890b,fc3b54d8ba9833982348be27ff2bdab3,delivered,2017-11-24 18:50:16,2017-11-24 22:15:34,1,fashion_bolsas_e_acessorios,fashion_bags_accessories,campinas,SP
7ef7d4f03d667e9166770e61047606f3,5d7c23067ed3fc8c6e699b9373d5890b,080d63b6675be4326b6dd60b6fc912dd,delivered,2017-06-09 23:53:11,2017-06-10 00:11:07,3,fashion_bolsas_e_acessorios,fashion_bags_accessories,imperatriz,MA
870e6f0cd3ddbb87daf15ccd2926b142,5d7c23067ed3fc8c6e699b9373d5890b,d50cd744c2d765c48a532e083ee77746,delivered,2018-08-21 15:37:50,2018-08-21 15:50:35,4,fashion_bolsas_e_acessorios,fashion_bags_accessories,belo horizonte,MG
8778e115b7262893d019f9b6f52c6f92,5d7c23067ed3fc8c6e699b9373d5890b,934d346c8021dc772abbd027a41a7832,delivered,2017-06-15 16:19:06,2017-06-15 16:31:24,4,fashion_bolsas_e_acessorios,fashion_bags_accessories,alagoinhas,BA
a4291e3f3a5a6350fb7624dc6a892bce,5d7c23067ed3fc8c6e699b9373d5890b,da9bab96fdd118c15297a11043d7b747,delivered,2018-02-21 16:41:48,2018-02-21 16:50:44,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,marilia,SP
b2899a43c8dc465bf845340ea77aef50,5d7c23067ed3fc8c6e699b9373d5890b,2502b84eb2384df98b67766e7ec0f81f,delivered,2018-08-03 19:29:37,2018-08-03 20:04:10,2,fashion_bolsas_e_acessorios,fashion_bags_accessories,sao luis,MA
bd6db30a785b2562c0fdba187450a2db,5d7c23067ed3fc8c6e699b9373d5890b,04a1baab9cbc43e54f00c5c243a4366a,delivered,2018-08-23 10:53:55,2018-08-23 11:15:18,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,santana do manhuacu,MG
c6d756e17863979439aee2e5e7a74ed6,5d7c23067ed3fc8c6e699b9373d5890b,7b67bd4af8d28c39d5440115002bd1a1,delivered,2017-08-18 21:32:52,2017-08-18 21:45:16,5,fashion_bolsas_e_acessorios,fashion_bags_accessories,rio de janeiro,RJ
